pos
0.00, 0.00, 0.00
XŽ², YŽ², ZŽ², Red, Green, Blue, Alpha
-250.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
0.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
50.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
100.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
150.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
200.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
250.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
300.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
350.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
400.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
450.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
500.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
550.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
600.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
650.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
700.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
750.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
800.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
850.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, 100.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-950.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-900.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-850.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-800.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-750.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-700.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-650.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-600.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-550.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-500.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-450.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-400.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
0.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
50.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
100.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
150.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
200.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
250.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
300.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
350.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
400.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
450.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
500.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
550.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
600.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
650.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
700.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
750.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
800.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
850.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, 50.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-950.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-900.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-850.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-800.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-750.00, -15.00, 0.00, 0.00, 1.00, 0.40, 1.00
-700.00, -20.00, 0.00, 0.00, 1.00, 0.40, 1.00
-650.00, -25.00, 0.00, 0.00, 1.00, 0.40, 1.00
-600.00, -20.00, 0.00, 0.00, 1.00, 0.40, 1.00
-550.00, -20.00, 0.00, 0.00, 1.00, 0.40, 1.00
-500.00, -5.00, 0.00, 0.00, 1.00, 0.40, 1.00
-450.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-400.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
0.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
50.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
100.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
150.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
200.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
250.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
300.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
350.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
400.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
450.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
500.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
550.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
600.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
650.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
700.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
750.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
800.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
850.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, 0.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-950.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-900.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-850.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-800.00, -25.00, -50.00, 0.00, 1.00, 0.40, 1.00
-750.00, -30.00, -50.00, 0.00, 1.00, 0.40, 1.00
-700.00, -30.00, -50.00, 0.00, 1.00, 0.40, 1.00
-650.00, -30.00, -50.00, 0.00, 1.00, 0.40, 1.00
-600.00, -30.00, -50.00, 0.00, 1.00, 0.40, 1.00
-550.00, -30.00, -50.00, 0.00, 1.00, 0.40, 1.00
-500.00, -25.00, -50.00, 0.00, 1.00, 0.40, 1.00
-450.00, -15.00, -50.00, 0.00, 1.00, 0.40, 1.00
-400.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
0.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
50.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
100.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
150.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
200.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
250.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
300.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
350.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
400.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
450.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
500.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
550.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
600.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
650.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
700.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
750.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
800.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
850.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, -50.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-950.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-900.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-850.00, -20.00, -100.00, 0.00, 1.00, 0.40, 1.00
-800.00, -35.00, -100.00, 0.00, 1.00, 0.40, 1.00
-750.00, -35.00, -100.00, 0.00, 1.00, 0.40, 1.00
-700.00, -35.00, -100.00, 0.00, 1.00, 0.40, 1.00
-650.00, -35.00, -100.00, 0.00, 1.00, 0.40, 1.00
-600.00, -35.00, -100.00, 0.00, 1.00, 0.40, 1.00
-550.00, -35.00, -100.00, 0.00, 1.00, 0.40, 1.00
-500.00, -30.00, -100.00, 0.00, 1.00, 0.40, 1.00
-450.00, -25.00, -100.00, 0.00, 1.00, 0.40, 1.00
-400.00, -5.00, -100.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
0.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
50.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
100.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
150.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
200.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
250.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
300.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
350.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
400.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
450.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
500.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
550.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
600.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
650.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
700.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
750.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
800.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
850.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, -100.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-950.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-900.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-850.00, -30.00, -150.00, 0.00, 1.00, 0.40, 1.00
-800.00, -40.00, -150.00, 0.00, 1.00, 0.40, 1.00
-750.00, -45.00, -150.00, 0.00, 1.00, 0.40, 1.00
-700.00, -45.00, -150.00, 0.00, 1.00, 0.40, 1.00
-650.00, -40.00, -150.00, 0.00, 1.00, 0.40, 1.00
-600.00, -40.00, -150.00, 0.00, 1.00, 0.40, 1.00
-550.00, -35.00, -150.00, 0.00, 1.00, 0.40, 1.00
-500.00, -35.00, -150.00, 0.00, 1.00, 0.40, 1.00
-450.00, -30.00, -150.00, 0.00, 1.00, 0.40, 1.00
-400.00, -20.00, -150.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
0.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
50.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
100.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
150.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
200.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
250.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
300.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
350.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
400.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
450.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
500.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
550.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
600.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
650.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
700.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
750.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
800.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
850.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, -150.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
-950.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
-900.00, -10.00, -200.00, 0.00, 1.00, 0.40, 1.00
-850.00, -45.00, -200.00, 0.00, 1.00, 0.40, 1.00
-800.00, -45.00, -200.00, 0.00, 1.00, 0.40, 1.00
-750.00, -50.00, -200.00, 0.00, 1.00, 0.40, 1.00
-700.00, -50.00, -200.00, 0.00, 1.00, 0.40, 1.00
-650.00, -60.00, -200.00, 0.00, 1.00, 0.40, 1.00
-600.00, -75.00, -200.00, 0.00, 1.00, 0.40, 1.00
-550.00, -65.00, -200.00, 0.00, 1.00, 0.40, 1.00
-500.00, -60.00, -200.00, 0.00, 1.00, 0.40, 1.00
-450.00, -35.00, -200.00, 0.00, 1.00, 0.40, 1.00
-400.00, -25.00, -200.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
0.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
50.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
100.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
150.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
200.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
250.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
300.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
350.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
400.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
450.00, -35.00, -200.00, 0.00, 1.00, 0.40, 1.00
500.00, -35.00, -200.00, 0.00, 1.00, 0.40, 1.00
550.00, -35.00, -200.00, 0.00, 1.00, 0.40, 1.00
600.00, -35.00, -200.00, 0.00, 1.00, 0.40, 1.00
650.00, -25.00, -200.00, 0.00, 1.00, 0.40, 1.00
700.00, -15.00, -200.00, 0.00, 1.00, 0.40, 1.00
750.00, -15.00, -200.00, 0.00, 1.00, 0.40, 1.00
800.00, -25.00, -200.00, 0.00, 1.00, 0.40, 1.00
850.00, -25.00, -200.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, -200.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
-950.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
-900.00, -20.00, -250.00, 0.00, 1.00, 0.40, 1.00
-850.00, -50.00, -250.00, 0.00, 1.00, 0.40, 1.00
-800.00, -60.00, -250.00, 0.00, 1.00, 0.40, 1.00
-750.00, -95.00, -250.00, 0.00, 1.00, 0.40, 1.00
-700.00, -120.00, -250.00, 0.00, 1.00, 0.40, 1.00
-650.00, -125.00, -250.00, 0.00, 1.00, 0.40, 1.00
-600.00, -110.00, -250.00, 0.00, 1.00, 0.40, 1.00
-550.00, -95.00, -250.00, 0.00, 1.00, 0.40, 1.00
-500.00, -80.00, -250.00, 0.00, 1.00, 0.40, 1.00
-450.00, -70.00, -250.00, 0.00, 1.00, 0.40, 1.00
-400.00, -45.00, -250.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
0.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
50.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
100.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
150.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
200.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
250.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
300.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
350.00, -5.00, -250.00, 0.00, 1.00, 0.40, 1.00
400.00, -35.00, -250.00, 0.00, 1.00, 0.40, 1.00
450.00, -35.00, -250.00, 0.00, 1.00, 0.40, 1.00
500.00, -35.00, -250.00, 0.00, 1.00, 0.40, 1.00
550.00, -35.00, -250.00, 0.00, 1.00, 0.40, 1.00
600.00, -40.00, -250.00, 0.00, 1.00, 0.40, 1.00
650.00, -60.00, -250.00, 0.00, 1.00, 0.40, 1.00
700.00, -70.00, -250.00, 0.00, 1.00, 0.40, 1.00
750.00, -65.00, -250.00, 0.00, 1.00, 0.40, 1.00
800.00, -60.00, -250.00, 0.00, 1.00, 0.40, 1.00
850.00, -55.00, -250.00, 0.00, 1.00, 0.40, 1.00
900.00, -45.00, -250.00, 0.00, 1.00, 0.40, 1.00
950.00, -30.00, -250.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, -250.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, -300.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, -300.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, -300.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, -300.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 0.00, -300.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 0.00, -300.00, 0.00, 1.00, 0.40, 1.00
-950.00, 0.00, -300.00, 0.00, 1.00, 0.40, 1.00
-900.00, -30.00, -300.00, 0.00, 1.00, 0.40, 1.00
-850.00, -80.00, -300.00, 0.00, 1.00, 0.40, 1.00
-800.00, -95.00, -300.00, 0.00, 1.00, 0.40, 1.00
-750.00, -120.00, -300.00, 0.00, 1.00, 0.40, 1.00
-700.00, -130.00, -300.00, 0.00, 1.00, 0.40, 1.00
-650.00, -130.00, -300.00, 0.00, 1.00, 0.40, 1.00
